#ppt,"","","","","","","","","","","","","","","","","",""
"",eco1,eco2,eco3,eco4,eco5,eco6,eco1,eco2,eco3,eco4,eco5,eco6,eco1,eco2,eco3,eco4,eco5,eco6
TIMESTEP,MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),MEAN(mm),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),VARIANCE(mm^2),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm),STD_DEV(mm)
1995-01-01T00:00:00Z,224.580733468834,225.065270815354,231.440393987376,230.298315020136,236.907817572771,236.365904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-02-01T00:00:00Z,244.646733468834,245.131270815354,251.506393987376,250.364315020136,256.973817572771,256.431904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-01T00:00:00Z,129.076733468833,129.561270815354,135.936393987376,134.794315020136,141.403817572771,140.861904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-01T00:00:00Z,61.5127334688335,61.9972708153542,68.3723939873762,67.2303150201363,73.8398175727707,73.297904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-05-01T00:00:00Z,133.902733468834,134.387270815354,140.762393987376,139.620315020136,146.229817572771,145.687904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-06-01T00:00:00Z,210.864733468833,211.349270815354,217.724393987376,216.582315020136,223.191817572771,222.649904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-07-01T00:00:00Z,112.820733468833,113.305270815354,119.680393987376,118.538315020136,125.147817572771,124.605904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-08-01T00:00:00Z,194.100733468833,194.585270815354,200.960393987376,199.818315020136,206.427817572771,205.885904696157,0,0,0,0,0,0,0,0,0,0,0,0
1995-09-01T00:00:00Z,107.486733468834,107.971270815354,114.346393987376,113.204315020136,119.813817572771,119.271904696157,0,0,0,0,0,0,0,0,0,0,0,0
